battery_power,n_cores,ram,clock_speed,internal_memory,bluetooh,wifi,touch_screen,front_camera_resolution,primary_camera_resolution,mobile_depth,mobile_width,screen_height,screen_width,screen_resolution_height,screen_resolution_width,four_g,five_g,dual_sim,talk_time,price_level
1809,3,2324,1.7,59,1,1,0,3,4,0.1,174,10,6,639,721,1,1,0,16,2
671,7,2504,0.9,30,0,0,0,0,17,0.3,105,6,4,852,1793,1,0,1,15,2
728,2,834,1.7,5,0,0,1,0,20,0.6,101,16,0,584,775,1,1,1,5,0
1108,2,3355,2.8,34,1,0,0,3,15,0.8,197,12,3,331,1011,1,0,1,13,2
1320,8,1414,0.5,48,0,1,1,7,10,0.7,168,8,5,103,1583,0,0,0,9,2
1485,2,2147,1.0,32,0,1,1,3,9,0.2,119,17,1,510,1013,1,1,0,11,2
1469,7,2693,0.8,7,1,0,1,4,17,0.9,130,8,0,253,1764,0,0,0,7,3
1403,6,401,2.5,49,0,1,0,1,3,0.6,116,5,0,1131,1883,1,0,0,10,0
1178,5,2511,1.6,49,0,0,0,9,0,0.6,160,6,3,447,596,0,1,0,17,2
1171,7,263,1.7,19,1,0,0,2,19,0.3,167,6,5,248,755,0,0,1,8,0
1991,2,1733,2.7,64,1,0,1,5,13,0.9,145,5,3,1058,1325,1,1,0,8,2
1147,5,3930,0.8,52,0,1,0,11,11,0.7,154,18,3,1453,1134,1,0,1,15,2
835,5,2583,0.8,42,0,1,1,2,18,0.8,128,15,2,396,1378,1,1,1,13,2
1953,8,2334,1.6,56,1,0,0,5,9,0.1,158,12,5,1156,1416,1,0,1,2,2
1010,5,2625,2.0,8,1,0,1,2,3,0.9,139,15,11,547,957,1,1,1,12,2
1793,5,1968,2.7,44,0,1,0,0,17,0.7,175,19,9,655,1459,0,0,0,6,3
1077,4,3454,2.5,49,1,1,0,13,14,0.6,131,17,11,334,1079,1,1,0,2,3
652,5,1974,2.2,17,1,0,0,15,11,0.7,173,12,10,77,772,0,1,0,12,0
633,8,3560,2.2,49,1,1,1,0,0,0.1,139,11,1,529,1009,1,1,0,16,2
1533,4,2520,1.1,17,1,1,0,18,20,0.3,160,8,2,1054,1393,1,1,1,11,2
1237,4,2528,2.5,13,1,0,0,7,12,0.8,98,11,8,18,1004,0,0,0,16,2
808,6,1471,1.9,20,0,0,1,7,14,0.8,185,13,4,496,974,0,0,0,11,0
574,6,1303,2.0,26,1,1,0,0,2,0.5,118,8,4,382,1364,1,1,1,2,0
1713,8,624,0.5,35,1,1,1,0,19,0.7,131,5,2,782,951,1,0,1,17,3
1119,4,3520,1.6,23,0,0,0,0,13,0.3,130,7,8,821,915,1,1,1,7,3
1210,2,1122,2.5,11,0,0,1,2,13,0.4,196,12,4,195,1205,0,0,1,16,0
1986,4,1377,2.7,64,0,1,1,3,20,0.2,162,5,3,236,1520,1,1,1,15,1
622,1,1375,2.6,6,0,0,0,0,8,0.4,152,15,3,163,874,1,0,1,19,1
793,7,3998,1.6,39,0,0,1,9,4,0.1,86,6,3,815,1666,0,1,1,10,3
954,6,3400,0.5,50,0,0,0,0,11,0.3,151,17,0,224,1058,1,0,0,2,0
1957,2,1115,2.4,36,0,1,1,8,19,0.8,153,16,2,545,1727,1,1,1,18,1
983,5,3182,1.0,7,0,0,1,13,14,1.0,194,8,8,117,1171,1,0,1,20,2
509,5,513,0.6,9,1,1,0,2,15,0.5,93,15,10,1137,1100,1,1,1,12,0
1373,6,2752,1.9,29,1,1,1,1,12,0.9,141,15,2,1220,1348,1,1,1,7,3
1090,1,3178,2.0,14,1,1,0,0,2,0.1,135,19,15,563,1055,1,0,0,17,2
1430,3,752,0.9,56,1,1,0,3,5,0.1,179,17,8,569,906,0,0,0,17,0
1174,2,285,0.7,25,0,1,1,1,2,0.8,123,15,7,1097,1947,1,0,1,3,0
1450,7,756,0.7,6,0,0,0,2,17,0.2,110,14,2,300,1316,0,0,0,12,0
1747,4,590,0.9,48,1,0,1,5,19,0.7,87,12,2,947,1131,1,1,0,19,2
1652,7,3592,0.6,40,0,0,0,4,6,1.0,198,7,6,352,1084,1,1,1,6,3
1831,3,1133,2.2,55,0,0,0,4,9,1.0,92,14,3,1693,1790,0,0,1,3,1
1936,8,1464,2.1,46,0,0,0,3,16,0.6,104,14,7,667,660,1,1,1,13,2
807,2,1284,0.5,8,1,1,0,12,20,0.3,158,17,13,659,1814,0,0,0,2,0
723,1,2339,1.9,30,1,1,1,4,7,0.3,102,19,9,1467,1901,0,0,0,17,2
1783,8,1816,0.5,14,1,1,0,8,16,0.9,183,12,7,1638,1566,0,1,0,3,2
1735,6,3230,1.9,59,1,0,1,0,0,0.7,148,6,1,137,846,1,1,1,9,3
1395,3,2571,1.8,23,1,1,0,1,8,0.1,111,10,2,213,705,1,0,1,13,2
1770,4,1480,2.3,7,0,0,0,0,6,0.8,128,6,1,1173,1552,0,0,1,4,1
869,2,3864,1.3,34,0,0,0,3,4,0.1,104,13,3,478,539,1,0,1,11,3
912,8,2598,1.6,10,1,0,0,3,7,0.3,194,12,9,550,1633,0,0,0,10,2
1413,1,515,0.6,13,0,0,1,0,0,0.1,128,5,0,1323,1481,1,1,0,18,0
1231,1,3119,0.7,7,0,0,1,2,7,0.9,113,9,4,43,1663,1,0,1,15,3
962,8,3438,1.1,17,1,0,0,3,20,0.1,161,14,3,546,1424,0,0,1,20,3
1806,1,3142,2.0,54,1,1,0,2,11,0.1,117,13,0,347,727,1,1,1,6,3
1720,2,1222,0.7,19,1,0,0,1,1,0.1,137,13,10,409,646,1,0,1,11,1
794,3,2171,2.5,14,0,1,0,15,19,0.6,197,19,8,312,1376,0,0,1,18,1
774,4,1552,2.4,14,0,1,0,12,7,0.6,92,16,6,404,1517,0,1,1,16,1
1318,4,2236,2.3,51,0,1,0,5,9,0.4,164,8,7,671,1858,1,1,1,12,2
814,2,2700,0.5,16,1,0,0,0,17,0.5,151,17,3,226,1248,0,0,0,9,2
1561,2,1783,0.5,4,0,0,1,10,13,0.5,134,13,12,885,1811,1,1,1,10,2
1992,2,606,1.6,57,1,1,1,5,15,1.0,100,9,3,1552,1596,1,1,0,4,1
1193,3,2394,3.0,56,1,0,1,10,17,0.4,196,19,11,674,864,1,0,0,14,2
764,5,543,0.8,16,1,1,0,1,17,0.9,90,8,7,202,1429,0,0,0,18,0
673,6,3559,0.5,35,0,0,0,0,15,0.4,142,18,17,1569,1460,1,1,1,6,3
1523,2,3971,2.4,57,1,1,1,5,6,0.2,117,18,12,247,539,1,1,0,10,3
1539,4,834,2.5,20,0,1,0,0,13,0.6,135,14,1,1485,1654,0,0,1,11,3
1044,4,1816,2.8,33,1,1,0,7,13,0.6,129,17,16,42,1262,1,0,1,15,1
610,4,3472,1.6,52,1,1,1,9,19,0.4,90,10,4,1039,1273,1,0,1,12,3
1240,2,417,2.0,52,0,1,0,5,10,0.3,122,8,0,590,661,1,1,1,6,0
951,4,3348,0.5,41,0,0,1,4,17,0.6,81,16,11,854,935,1,1,0,17,0
1564,6,1496,2.3,25,0,1,1,4,17,0.5,189,6,4,1259,1965,1,1,0,7,1
1790,3,3568,2.3,49,1,1,0,3,11,0.5,100,6,2,396,1980,1,1,1,18,3
1225,5,520,0.7,15,0,0,1,2,0,0.1,155,16,8,1350,1883,1,0,0,15,1
628,6,1337,1.8,60,1,0,1,5,6,0.2,87,12,7,1047,1534,0,0,0,14,1
1604,7,916,1.7,42,1,1,1,3,14,1.0,191,13,10,134,939,1,0,0,12,0
732,8,3883,1.3,32,1,1,0,5,17,0.4,99,13,2,531,1836,1,1,1,5,3
1512,1,3002,0.5,52,1,1,0,1,14,0.1,131,6,5,333,952,0,0,0,7,2
696,3,2630,0.5,51,0,1,0,6,8,0.3,197,18,8,649,907,0,0,0,9,1
1768,7,3256,2.0,2,1,0,1,0,2,0.8,88,9,6,1303,1814,1,1,0,5,3
776,1,456,1.7,25,1,1,1,0,9,1.0,146,15,11,1047,1803,1,1,0,7,0
1617,3,3652,1.6,42,1,0,0,5,10,0.8,118,14,10,275,1915,0,0,0,2,3
1248,3,2454,2.4,9,0,0,1,6,8,0.4,89,9,8,71,1686,1,1,0,13,2
1317,2,1887,1.5,12,0,1,1,5,2,0.1,111,7,5,431,542,1,0,0,5,0
1519,2,1087,0.5,28,0,0,0,0,0,0.8,114,17,16,798,1023,1,1,0,14,1
1515,3,262,2.1,56,0,0,1,0,7,0.9,184,7,4,2,887,1,1,0,18,0
652,7,2727,1.3,41,0,0,0,4,5,1.0,144,15,8,275,1966,1,0,1,11,3
1719,8,462,2.0,12,1,1,0,0,0,0.3,112,6,3,1581,904,0,0,0,5,0
603,6,1543,1.5,16,0,0,1,8,20,0.9,114,17,0,1003,1629,1,0,0,19,1
1524,2,1601,2.6,33,0,0,0,5,12,0.5,124,14,3,629,635,0,0,1,16,0
1093,8,1869,1.9,22,0,1,1,2,14,0.3,196,8,5,238,807,1,1,1,4,1
539,4,3948,0.5,26,0,1,1,3,8,0.2,137,18,11,1123,1709,1,1,1,15,3
1296,7,2552,2.4,38,1,1,1,3,4,0.8,129,19,5,1222,1382,1,0,1,10,2
1125,5,392,2.8,49,1,1,1,1,4,0.8,142,10,8,547,1605,1,1,0,8,0
555,2,1686,3.0,38,1,1,0,5,10,0.8,193,8,1,214,1970,1,1,1,8,1
1753,1,1324,0.5,31,0,1,0,0,18,0.1,134,17,0,1590,1926,1,1,1,17,2
1290,4,879,1.4,35,1,0,0,19,20,0.3,110,16,2,405,742,1,1,1,8,0
712,2,3612,1.6,9,1,0,0,6,14,0.8,172,13,5,881,1234,1,1,0,4,3
1021,3,3959,0.5,39,1,0,1,1,13,0.9,136,17,3,905,1988,1,1,1,7,2
1676,1,2515,1.6,37,0,1,0,2,3,0.2,145,14,8,134,1197,1,0,0,4,2
1208,1,2201,2.9,57,0,0,0,5,19,1.0,175,17,1,691,1028,1,1,0,8,1
1702,5,1430,1.0,36,0,0,0,7,9,0.1,177,8,6,1240,1931,0,0,0,10,2
1152,2,3284,2.5,26,1,1,0,0,15,0.3,82,14,2,651,1152,1,1,1,4,3
959,7,2871,2.3,18,0,1,0,1,9,0.2,158,12,9,1055,1661,1,1,0,4,3
917,4,2991,1.9,8,0,1,0,4,13,1.0,91,8,7,1216,1079,0,0,1,4,2
1837,8,2294,1.0,12,0,1,0,5,6,0.9,103,8,7,1420,1539,1,1,1,20,3
1245,5,2676,0.6,30,1,0,0,2,3,0.7,105,17,8,330,1434,1,0,0,7,2
577,3,814,2.6,37,0,1,1,8,20,0.9,161,11,7,1087,1450,1,1,0,19,0
868,4,2648,2.7,8,0,0,0,0,0,0.8,83,11,15,577,1026,1,0,0,17,1
1913,5,2023,1.8,16,1,0,1,0,4,0.9,111,12,13,675,1931,1,0,0,8,2
508,6,2616,1.6,9,0,1,1,0,2,0.4,162,18,8,1419,1920,1,0,1,10,2
880,8,1354,1.0,6,1,1,1,0,0,0.7,130,15,10,761,653,1,1,0,20,1
911,2,2638,2.2,28,1,1,1,1,2,0.5,182,8,4,157,763,1,1,1,13,1
1614,3,1832,1.2,9,0,0,0,1,2,0.1,161,15,8,173,1219,1,1,0,11,1
600,1,3441,2.4,14,0,0,0,3,11,1.0,145,19,1,207,1162,1,1,1,14,2
1851,6,3538,1.9,5,1,0,1,3,11,0.9,198,7,2,293,1967,1,0,1,14,0
1617,2,829,1.3,30,1,0,0,3,4,0.7,105,9,0,246,1038,1,1,1,10,0
914,2,808,0.9,4,1,0,1,2,12,0.8,100,11,7,191,1495,1,0,0,5,0
955,5,1846,0.5,43,0,1,1,4,8,1.0,143,12,9,0,1511,1,0,1,9,1
1408,5,1208,2.1,45,1,0,1,15,14,0.5,89,11,6,613,1088,0,0,1,3,3
1064,1,1646,0.9,33,0,1,1,2,0,0.7,195,14,12,665,718,1,1,1,9,1
654,4,1036,1.3,52,1,0,1,0,4,0.1,196,17,4,1715,909,1,1,0,8,1
788,8,3969,2.5,57,0,1,1,4,12,0.9,91,12,8,42,1161,1,1,1,6,3
1530,6,725,2.0,42,0,1,0,11,13,0.8,177,11,10,454,1975,0,0,0,19,0
717,1,2101,1.0,10,1,0,1,4,5,0.6,198,10,7,217,1106,1,1,0,15,0
790,6,3169,2.0,11,0,1,0,16,17,0.3,87,6,1,347,730,1,1,1,2,2
1997,4,1655,1.8,40,1,0,1,3,9,0.7,185,7,6,264,1212,0,0,1,15,2
1872,2,2295,0.9,16,1,1,0,0,2,0.5,80,15,11,286,1484,0,0,1,16,2
891,2,2073,0.5,25,0,1,0,9,19,0.3,196,7,1,375,1724,1,1,1,10,1
1695,8,3248,2.8,39,1,0,0,4,2,1.0,173,8,6,523,542,1,0,1,6,2
527,1,1302,0.7,53,0,0,1,3,14,0.7,128,13,7,67,884,0,0,1,13,0
1278,3,3141,1.0,24,1,1,1,7,16,0.8,170,6,2,1352,1775,1,1,0,11,3
1184,1,3315,1.5,48,0,1,1,1,6,0.6,191,17,7,519,1577,1,1,1,14,3
1680,4,1459,1.2,37,1,0,1,6,7,0.7,168,15,3,679,1231,1,1,1,2,1
930,4,2131,0.5,34,1,1,0,3,16,0.5,190,7,2,849,1726,1,1,1,6,2
816,5,2466,0.5,2,0,1,1,4,16,0.2,158,5,3,911,1220,0,0,1,20,2
1063,8,1919,0.8,3,0,1,1,7,16,0.9,155,12,10,394,849,1,0,1,20,1
1523,1,707,1.8,11,1,0,1,6,8,0.1,129,19,8,148,1606,1,1,0,19,0
1358,4,3068,0.5,36,0,0,1,2,14,0.3,89,9,4,982,877,1,1,0,4,3
1713,7,3486,0.5,27,0,1,0,1,3,0.9,127,7,10,729,974,1,1,1,20,2
622,4,2346,2.3,54,0,0,0,12,19,0.3,80,13,4,504,1089,1,1,0,2,1
948,4,2926,1.5,18,0,1,1,6,7,0.3,119,17,13,340,1728,1,0,1,9,2
1180,4,3248,1.2,50,1,1,1,3,20,1.0,144,7,2,925,1252,1,1,0,20,1
1142,6,1747,1.2,18,1,0,1,0,13,0.6,114,7,11,822,769,1,0,0,14,1
1396,4,1047,2.8,8,1,0,1,0,10,0.6,84,14,10,320,1552,1,1,1,18,0
664,2,3774,1.5,6,0,0,0,5,19,0.9,164,11,5,1076,1472,1,1,0,18,3
1762,1,1254,2.7,25,1,1,0,13,14,0.1,189,14,10,300,527,1,1,1,20,1
520,6,2753,0.5,31,0,1,1,0,14,0.8,145,6,7,264,980,1,1,0,6,1
600,2,3495,1.8,6,1,0,1,9,15,0.8,199,17,4,486,1032,1,1,0,7,2
1339,2,2496,2.3,40,1,1,0,7,5,0.1,93,6,4,212,1269,1,0,1,7,2
1807,3,2921,2.9,12,1,0,1,0,0,0.2,125,19,11,1221,1415,1,0,0,17,3
803,4,2680,2.1,17,1,1,0,7,11,1.0,198,7,1,344,1440,1,0,0,4,2
881,3,2110,1.0,64,0,1,1,1,6,0.5,160,18,9,115,636,1,0,0,6,1
984,7,898,0.5,42,1,0,1,13,17,0.8,98,16,8,1036,1611,1,1,0,13,0
1483,7,1851,2.1,54,0,0,1,1,2,0.2,176,15,13,531,758,1,1,0,2,1
1940,5,2297,0.9,17,1,0,1,4,7,0.7,93,14,6,112,858,0,0,1,8,2
742,7,3557,2.2,56,0,1,1,4,14,0.2,190,16,11,577,1359,0,0,1,12,3
1093,7,452,1.6,22,1,0,1,11,16,0.2,165,13,6,833,1630,0,0,1,14,0
560,3,2167,2.0,57,1,1,0,6,12,0.3,81,11,10,80,1327,1,1,1,7,1
1089,7,2620,1.4,2,0,0,0,8,20,0.9,153,7,5,211,874,1,0,1,4,2
817,3,2039,1.3,11,0,0,1,0,11,0.5,144,11,6,722,766,0,0,0,19,1
720,7,2799,1.4,61,1,1,0,0,8,0.6,96,5,3,1347,1733,1,1,1,15,3
713,8,485,1.6,20,0,1,1,7,2,0.5,139,10,6,1211,1378,1,1,0,4,0
1254,3,606,1.7,45,0,1,1,0,3,0.4,146,7,2,1571,1956,1,1,0,2,1
994,2,3104,1.2,40,0,0,0,4,17,0.9,164,17,7,296,839,0,0,1,11,2
911,4,1377,1.4,55,0,1,1,3,4,0.7,199,7,3,1563,1692,1,0,1,11,3
1266,6,1687,0.5,5,0,0,0,0,9,0.1,95,11,0,1365,1698,1,1,0,18,2
649,7,739,1.4,19,1,0,1,4,12,0.8,190,18,1,344,1551,1,1,0,2,0
1973,4,639,2.4,46,1,1,0,6,10,0.1,193,6,0,699,851,0,0,1,3,0
1788,6,2321,0.5,6,0,0,1,0,16,0.2,141,7,5,149,1022,1,1,0,20,2
970,7,3675,1.3,59,1,0,0,5,19,0.2,84,12,0,1765,1786,0,0,1,12,3
1453,2,2373,1.6,52,0,1,1,12,18,0.3,96,10,1,187,1311,1,1,1,10,2
579,8,2908,2.5,7,1,1,0,3,10,1.0,89,12,4,808,1517,0,0,0,11,2
635,8,2107,0.6,28,1,0,0,1,10,0.3,97,14,12,193,989,1,1,1,12,1
1751,6,3568,0.5,8,1,0,0,6,17,0.6,178,8,13,170,1777,0,0,1,17,2
1263,2,3372,1.4,32,1,0,1,1,2,0.4,103,18,13,409,644,1,1,1,10,3
1560,7,1938,2.3,22,0,0,0,8,1,0.8,157,15,11,570,1364,1,1,0,16,2
1671,2,2336,1.8,61,0,0,0,6,14,0.1,129,16,13,263,848,1,1,1,13,2
748,8,2126,1.7,27,1,0,0,0,4,0.9,150,18,9,450,1554,1,1,0,7,1
1408,2,2614,0.6,48,1,1,0,2,4,0.4,136,10,0,1713,1865,1,1,1,14,2
842,2,2549,2.2,7,0,1,0,1,2,0.6,188,9,7,20,756,0,0,0,19,1
1154,7,587,0.5,14,0,1,1,12,14,0.7,156,8,3,251,1801,1,1,0,4,0
1538,7,1494,2.3,30,1,1,0,6,3,0.2,114,18,10,311,986,1,1,0,12,1
730,5,3623,0.5,27,1,0,1,3,10,0.1,112,9,4,62,846,1,1,1,15,2
818,5,2518,0.5,23,1,0,1,2,17,0.2,192,19,12,586,1445,1,1,1,16,2
1875,2,1604,1.5,55,1,1,0,11,17,0.6,91,11,2,1802,1942,1,1,1,5,3
666,3,1254,0.5,54,1,1,1,7,13,0.4,81,15,9,58,1353,1,1,1,9,0
721,4,530,0.5,6,0,1,0,6,9,0.4,194,8,4,1446,1988,1,1,1,8,0
1565,5,308,0.5,38,1,1,1,5,2,0.1,83,19,17,781,1495,1,0,0,11,0
1843,5,3213,0.7,4,1,0,1,13,18,0.5,134,15,14,118,580,1,1,1,15,3
1549,5,436,1.5,27,1,0,0,0,7,0.4,113,10,8,632,1162,1,1,1,11,0
991,5,2014,2.0,12,0,0,0,2,6,0.3,158,11,9,1209,1678,1,1,0,10,2
1730,4,1018,2.0,55,0,1,1,0,10,0.1,143,14,0,418,1023,1,1,0,12,1
1137,5,316,2.2,3,0,0,0,6,7,0.9,173,15,14,1250,1285,1,1,0,17,0
793,2,2332,1.0,30,0,1,1,5,15,0.9,133,17,13,1858,1935,1,1,1,14,2
904,8,1846,1.6,14,0,1,0,5,9,0.2,102,7,0,56,760,1,1,1,3,1
1751,8,1155,2.5,16,0,1,1,1,9,0.6,101,11,14,1145,1952,0,0,1,12,1
882,6,751,0.7,28,0,1,0,9,16,0.2,151,19,11,248,884,1,1,1,8,0
1602,1,1862,2.7,46,0,1,0,4,5,0.6,118,16,9,273,1062,1,1,0,2,1
1536,7,2020,0.8,13,0,0,1,12,20,0.3,105,6,0,22,1634,1,0,0,16,2
781,5,3508,1.1,38,0,1,0,2,7,0.4,198,13,8,304,1674,0,0,0,5,3
1375,7,3869,1.1,9,1,1,1,3,19,0.9,145,19,18,475,726,1,1,0,10,3
767,4,527,1.5,28,0,0,1,4,10,0.7,175,10,0,344,1517,0,0,0,15,0
1020,4,700,1.1,24,0,0,0,0,0,0.8,187,16,3,512,1149,1,0,1,5,0
1449,1,1032,1.9,10,1,1,1,3,10,0.2,193,10,0,18,1883,1,1,1,8,1
1619,2,3423,2.2,6,1,0,0,1,18,0.5,119,6,5,609,1307,1,1,1,4,3
596,1,2505,1.4,46,0,0,1,8,18,0.6,165,15,4,953,984,1,0,0,15,1
879,4,2927,1.5,21,0,1,0,0,2,0.8,187,14,13,463,1038,1,1,1,11,2
1581,4,1384,1.0,41,1,1,1,9,14,0.4,182,19,9,530,1010,1,0,0,2,1
977,6,1206,1.1,57,1,1,1,2,7,0.6,181,7,1,63,566,0,0,1,8,0
909,3,1244,1.6,47,0,0,1,7,9,0.1,146,14,10,410,1195,1,1,1,16,0
1127,6,1214,0.5,3,0,1,0,2,4,0.1,144,9,2,600,1109,0,0,0,15,1
757,4,999,2.3,58,0,1,0,10,7,0.2,163,19,1,535,697,0,0,1,9,2
1142,8,837,2.4,8,1,1,1,6,17,0.8,102,15,9,516,1894,0,0,0,4,1
1689,3,2766,1.8,24,0,1,1,17,18,0.3,127,7,2,954,1200,0,0,0,7,3
1008,1,1083,2.5,50,0,0,1,3,14,1.0,161,13,4,825,1972,1,1,0,6,1
1436,3,1484,0.6,57,1,0,0,14,16,0.1,153,9,9,140,622,1,0,1,8,0
763,5,3015,0.5,53,1,1,1,9,9,0.3,104,13,6,273,1278,1,0,0,9,2
668,5,2746,0.5,3,0,1,1,0,13,0.1,155,9,5,666,1203,1,0,1,8,2
1753,7,1445,1.2,12,0,1,1,8,17,0.9,113,17,16,387,1595,1,1,0,12,1
1949,7,356,2.1,57,1,0,1,7,11,0.3,145,18,3,951,1178,1,0,0,16,0
603,3,1282,2.6,45,0,0,0,2,10,0.3,190,7,1,182,1293,1,1,0,7,0
1142,8,663,1.4,6,1,1,1,6,8,0.7,190,12,4,534,855,0,0,1,5,0
1910,5,832,1.4,29,0,1,1,0,2,0.6,146,17,7,115,1966,1,1,0,2,2
1487,4,3709,2.3,11,0,0,1,13,6,0.1,160,14,14,21,562,1,0,1,10,2
720,4,1086,0.9,14,1,0,1,12,14,0.8,165,14,7,366,1234,1,1,1,3,0
1270,7,3770,0.6,32,1,0,1,2,6,0.5,101,5,3,299,845,1,1,1,13,3
1426,1,2562,2.5,55,1,0,0,2,7,0.4,109,5,1,777,1032,1,1,0,3,2
805,7,3647,0.8,7,0,1,0,4,9,0.6,88,18,11,1262,1543,1,0,0,10,3
1566,2,659,0.5,20,1,1,1,0,0,0.5,126,14,9,1603,1930,1,0,1,13,1
1786,7,2764,0.5,58,0,1,1,9,10,0.7,161,9,3,231,1671,1,1,0,7,3
1871,7,2144,2.0,20,1,1,1,7,14,0.1,81,13,12,88,1682,1,1,0,12,2
1840,1,1078,0.5,34,0,0,0,12,16,0.7,142,8,0,311,1545,0,0,1,10,1
733,4,2648,0.8,57,1,0,1,7,12,0.4,80,12,8,1603,1787,1,0,0,19,2
1796,2,3577,2.3,44,1,0,1,4,11,0.9,184,17,7,1024,1363,1,0,0,4,3
1027,6,1824,2.8,59,0,0,1,10,18,0.8,113,11,5,1185,1387,1,0,0,3,1
793,4,2296,2.8,64,1,0,1,1,2,0.4,179,12,0,818,1006,1,1,1,5,1
1701,2,470,1.2,50,1,0,1,0,0,0.8,159,7,0,322,772,1,0,1,4,0
1174,4,804,0.9,30,1,1,1,7,20,1.0,147,17,14,744,1244,0,0,0,16,0
1836,7,3072,2.1,30,1,0,1,0,15,0.2,184,7,3,276,1230,1,1,1,5,3
1842,4,3721,2.2,56,1,1,1,7,10,0.4,179,16,11,783,1227,0,0,1,4,3
1130,1,432,0.5,29,1,1,1,1,14,0.7,130,6,1,593,1327,1,1,1,10,0
1159,1,2246,2.8,18,1,0,1,5,7,0.5,83,8,1,681,723,1,1,0,3,1
853,2,3701,2.0,3,1,0,1,10,16,0.6,200,15,8,674,740,1,1,0,8,3
652,2,2304,0.5,33,0,0,0,2,17,0.6,159,18,0,607,748,1,0,0,2,1
616,4,3267,2.2,15,1,0,0,3,4,0.2,150,17,7,1215,831,1,1,0,19,2
618,3,2399,0.5,57,1,1,1,2,7,0.2,88,18,15,879,896,1,1,1,17,1
1539,8,2107,2.6,41,1,1,0,0,0,0.1,159,15,9,1112,1666,1,0,0,10,2
1204,7,2944,0.5,49,0,1,1,1,9,0.5,188,12,6,1480,1484,1,1,1,2,2
1545,5,3197,1.3,35,0,1,0,15,20,0.1,173,14,9,115,1352,1,1,1,6,3
1779,1,1246,2.6,5,1,0,1,2,3,0.8,90,12,2,1225,1717,0,0,1,20,1
1828,4,1122,0.5,26,1,1,1,0,0,0.7,147,15,12,698,1812,1,1,0,2,0
1438,7,2246,1.8,16,1,0,0,3,18,0.7,105,14,11,466,867,1,0,0,15,2
1837,6,3917,2.8,40,0,0,0,0,0,0.5,160,7,3,626,1195,1,0,1,16,0
1407,4,2192,2.4,22,1,1,0,1,4,0.7,104,9,7,1172,1217,1,1,0,13,2
722,8,2013,2.2,60,1,0,1,0,4,0.5,119,7,6,56,775,1,1,1,16,1
685,5,2756,2.8,62,0,0,1,15,16,0.9,114,11,3,592,772,1,1,1,18,2
790,8,3424,0.5,44,0,0,1,7,8,0.1,89,13,11,1100,1437,1,1,1,9,3
1432,4,1322,2.5,27,1,0,0,13,14,0.3,95,7,15,831,1439,1,1,1,12,2
826,7,3704,2.8,37,0,0,0,7,14,0.7,129,10,6,169,1285,0,1,0,11,3
512,3,2610,0.5,15,1,1,1,7,15,0.9,83,18,14,249,1849,0,0,1,15,2
1540,1,1591,0.7,60,0,1,0,3,12,0.8,197,19,0,704,822,0,0,1,7,1
1104,2,1229,1.7,60,0,1,1,1,13,0.4,199,6,0,653,1413,1,1,0,3,0
502,6,2369,2.9,17,1,0,0,8,0,0.1,94,6,0,629,682,1,0,1,18,2
1232,5,1257,1.3,24,0,0,0,1,17,0.3,169,8,10,361,809,0,0,1,16,0
1800,6,3481,0.7,54,0,1,0,2,6,0.9,100,10,6,105,823,1,1,0,8,3
1880,4,1930,2.0,42,1,0,1,0,4,0.1,174,17,7,930,1983,1,0,0,15,2
1762,5,1817,0.5,26,0,0,1,3,14,0.1,83,9,7,525,570,1,1,1,4,2
957,2,1898,0.7,4,1,0,1,0,0,0.1,160,12,4,38,1682,1,1,0,3,1
920,6,512,2.1,57,0,0,0,10,0,0.3,158,5,5,376,1288,0,1,1,6,0
1900,1,3917,0.5,55,1,1,0,0,1,0.9,171,15,5,934,1241,1,1,1,18,3
1479,3,2700,0.5,53,0,0,0,8,10,0.6,156,5,1,1949,1476,1,0,0,6,3
1811,4,2700,2.5,5,1,1,1,4,16,0.6,98,13,7,447,568,1,1,0,8,2
856,1,2439,1.7,36,0,1,1,0,7,0.6,146,6,0,395,1027,1,1,1,2,1
598,8,3066,0.9,62,1,1,1,8,9,0.4,117,11,2,1453,1429,1,0,1,19,2
854,8,2889,0.5,54,0,0,0,2,15,0.5,151,5,2,1581,1152,0,1,0,11,2
1646,2,3339,2.3,41,1,0,1,8,10,0.2,185,18,10,1725,1932,1,1,0,19,3
771,6,1653,1.8,53,0,0,0,0,0,0.7,186,7,3,1194,1208,1,0,0,6,2
531,4,1274,0.5,12,1,1,0,16,3,0.5,121,15,12,158,1715,1,1,1,9,1
702,3,2955,2.6,9,0,0,0,2,3,0.7,141,10,4,504,1570,1,1,1,19,2
1650,1,324,2.3,38,0,1,1,0,1,0.7,89,14,10,773,881,1,1,0,2,0
911,8,3872,2.1,64,1,0,1,7,8,0.1,163,9,8,1795,1048,1,1,0,11,3
904,6,545,1.8,19,0,0,1,0,7,0.6,147,19,18,398,1496,1,0,1,16,0
1883,1,2832,0.5,27,0,1,1,1,17,1.0,101,7,1,1132,1182,0,0,1,15,2
1083,5,1338,1.4,49,0,0,1,6,9,0.8,156,16,8,102,503,1,1,0,5,0
848,4,2289,1.5,36,0,1,1,4,20,0.3,160,10,2,56,527,1,1,1,19,1
1602,2,2001,0.5,27,0,1,1,7,11,0.5,86,11,10,974,1783,1,0,1,12,1
